name,type,ingredients,alcohol_content,volume,awards,additional_info,product_introduction,pairing_food,brewery,address,website,contact_info,Naver Name,Naver Price,Naver Shipping Cost,Naver Link
"코이버펑크, 샤르도네 세미용 2018",과실주,"샤르도네 포도품종, 세미용 포도품종, 실바너 포도품종",11.5%  ,750ml,,"한국 와인 최초의 해외 수출 와인, 한국 1대 여성와인메이커가 양조하는 와인, 유기농 와인, 홍콩 미슐랭스타 한식구 와인 페어링으로 사용된 와인","구조감과 밸런스가 뛰어나 와인만 즐겨도 충분히 그 진가를 발휘하지만 다양한 아시아 음식과 즐기기에 최적화된 와인이다. 처음 입 안에서는 섬세한 미네랄, 라임, 레몬 노트가 잘 어우러지고 뒤로갈수록 인삼, 더덕, 국화꽃 차의 동양스러운 특징이 가미된 복합성을 찾을 수 있다. 부드러운 질감과 매력적인 산도가 자연스레 이어지는 와인이다.",한식 요리와 잘 어울린다.,코이버펑크,경상북도 영천시 봉계길 52,www.koyberpunk.com,,,,,
"코이버펑크, 머스캣 베일리 에이 2017",과실주,머스캣 벨일리 베이 포도품종 100% (경북 영천),12.5%  ,750ml,,"한국 와인 최초의 해외 수출 와인, 한국 1대 여성와인메이커가 양조하는 와인, 유기농 와인, 홍콩 미슐랭스타 한식구 와인 페어링으로 사용된 와인","구조감과 밸런스가 뛰어나 와인만 즐겨도 충분히 그 진가를 발휘하지만, 다양한 아시아 음식과 즐기기에 최적화된 와인이다. 블랙체리, 레드 체리, 라즈베리, 딸기 등의 여러 가지 우아한 빨간 과실 아로마 특징이 주를 이루지만 정제된 바닐라, 오크 특징과 잘 어우러진다. 약간의 향신료, 검은 과실, 그리고 머스캣 베일리 에이 품종 특유의 그윽함이 뒤따르며 입 안에서는 부드러운 질감과 가벼운 산도가 매력적인 피니쉬로 이어지는 와인이다.","전체적으로 무겁지 않은 타닌감이 구조를 잘 이룬다. 고추장, 된장 등 한국 장 요리와 잘 어울리는 약간의 단맛의 여운이 길게 이어지는 특징이 좋은 와인이다.",코이버펑크,경상북도 영천시 봉계길 52,www.koyberpunk.com,,,,,
"코이버펑크, 카베르네 소비뇽 2019",과실주,카베르네 소비뇽 포도품종 100% (경북 영천),12.5%  ,750ml,,"한국 와인 최초의 해외 수출 와인, 한국 1대 여성와인메이커가 양조하는 와인, 유기농 와인, 홍콩 미슐랭스타 한식구 와인 페어링으로 사용된 와인","구조감과 밸런스가 뛰어나 와인만 즐겨도 충분히 그 진가를 발휘하지만, 다양한 아시아 음식과 즐기기에 최적화된 와인이다. 루비색을 띠며 다양한 베리의 아로마가 느껴진다. 입 안에서는 둥글고 가벼운 질감에 달콤함과 오크의 스파이시함이 조화롭게 어우러져 훌륭한 맛을 보여주는 와인이다. 장기 숙성의 잠재력도 가지고 있다.",한식 / 중식 / 동남아 음식 등 다양하게 페어링하기 좋다.,코이버펑크,경상북도 영천시 봉계길 52,www.koyberpunk.com,,,,,
당당하리,과실주,"쌀(국산), 홍마늘(국산), 감초(국산), 효모, 개량누룩, 정제효소제, 정제수, 복분자(국산), 설탕, 올리고당, DL-사과산, 구연산, 무수이황산",15%%  ,375ml,,,"인위적이 당도가 아닌 은은한 과실 그대로의 향만 담았다. 복분자와 마늘의 합이 잘 어우러지며 신맛은 거의 없으며, 마신 후 입안의 텁텁함이 없어 깔끔함까지 느낄 수 있다. 칵테일처럼 혹은 토닉워터와 8:2로 섞어 마셔도 보다 색다르게 즐길 수 있다. 차갑게 보관할 때가 술의 향이 더 좋고 은은한 붉은 빛이 돋보일 수 있게 와인잔에 마셔도 색다른 분위기 연출이 가능하다.","장어, 육고기와 페어링하기 좋다.",농업회사법인(주)세찬,경북 영천시 포은로 842-50,se-chan.kr,,,,,
백이주,증류주,"쌀(국산), 홍마늘액(국산), 감초(국산), 개량누룩(국산), 효모, 정제효소제, 정제수, 밀함유",35%%  ,800ml,,,"높은 도수임에도 불구하고 부드러운 목 넘김이 일품입니다.. 깔끔한 뒷맛과 입에 남는 은은한 향이 청주를 생각나게 합니다. 술 자체에서 풍기는 고풍스러운 향으로 단독으로 즐기면 더욱 깊게 느끼실 수 있고 기호에 따라 따뜻하게 마시면 그윽한 향이 더욱 잘 느껴집니다. 도자기 병으로 제작되어 묵직한 분위기로 고급진 느낌이 있으며 차례상 술로도, 혹은 특별한 기념일날 선물용으로도 좋습니다.","해산물, 육고기, 과일, 견과류 등",농업회사법인(주)세찬,경북 영천시 포은로 842-50,se-chan.kr,,일해백리 백이주 홍마늘 전통주 800ml 35%,"35,000원","2,500원",https://cr.shopping.naver.com/adcr.nhn?x=oU6ozq%2BQfa8wWB95MZtxVf%2F%2F%2Fw%3D%3DsML%2FXqbVWxSYWWGEUEFSSRDv0auGTAUKwujZVYSWTzPfs6gJ9E4mGXdX6TYoXPo5OP6%2F9ux5%2FwFMt1i847F41ay2iBjyDePxl%2Feqflku3BJjIyfxw3ofq9VVcD%2Fr3hh0t5dTKBc%2F8JSi1fsYIa%2FQK6kF5gBhH%2BnmOX8UGWW7yzetgn7XTimrGFHJWu%2FAwEqSTcOR0x6F1LVTE1PzC9kIZyZ9xvFmHzlMJ%2F9YFFNys902rilkDeG%2B1rLU11UaeFf3disext5K2yYkF868rsMDqia9jCQO15xmN%2FXfNikrK7tCiX5ngBAGXpaBR4qi6WS00Xa1PYAb0zmPF1cRoKRscXSvuIYKnL%2BpfEAf%2B8TxM2qZEtR%2F8cPdu33IBD7aUPRCWSWgyw8NQ5Se7ZbDfItbZSynRWEZGTpMOACF9Zc53L7KlPlkS%2BuAyHADmXw96XIhh4R037sNfOC9sKsMTipiSar0x5Mb87FaObdeyNQHuUzuwXepPcPxM3oumzaOo3xGca1jS8Ua1hwiaLnWMxworxrFO4WED0EMrG6nreAMtBv9rrGFIohulp2IeeHdTzIDsZqFjZIprj5XI5mVqlVtFzctVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=83041122592&catId=50014522
장수홍삼주,리큐르/기타주류,국내산 인삼,25%  ,750ml,,,"홍국으로 제조된 원나라의 홍주가 우리나라에 전해진 이후 고려시대 말부터 국내에서 제조되어 홍노라고 했으며, 홍국대 신지초를 사용하여 홍색가향약용주인 지초주(芝草酒)에서 유래하였다. 직접인삼을 재배하여 홍삼을 만들고 그 홍삼만으로 홍삼주를 제조하는 방법으로 홍삼이 잘 우러나지 않는 단점 등을 개선하여 다량(48.4mg/100ml)의 사포닌 성분이 함유되었다. 집에서 담근 인삼주와는 다르게 풍부한 홍삼의 맛과 향을 느낄 수 있으며 인삼주에서 느껴지는 흙냄새 등의 잡내가 없고 숙취가 없다.","갈비찜, 양곱창전골 갈비찜은 장수홍삼주의 알싸한 맛과 향에 잘 어울린다. 진한홍삼의 맛은 육류를 이용한 우리나라 전통음식과 잘 어울리는데 양곱창전골도 좋은 안주가 된다. 양곱창은 땀을 흘리거나 허약한 사람들의 보양식으로 많이 이용되어 왔으며 무기질과 단백질이 풍부하다.",경원리큐르,,,,,,,
원매 프리미엄,리큐르/기타주류,국내산 황매실,20%  ,700ml,,,원매프리미엄은 보다 완숙한 상태에서 7월경 수확되는 황매 100%를 이용한다. 황매는 청매에 비하여 고가인 단점이 있으나 향미가 뛰어나 최상의 원료로 최상의 제품을 만든다는 제품철학으로 황매를 이용하고 있다. 매실주는 자체 당분만으로 양조가 어려운 과실이기에 인위적으로 당을 첨가하여 양조하여 리큐르로 만들어진다. 좋은 술을 만들겠다는 고집으로 1년 이상 숙성한 100% 매실주원액만을 사용하고 설탕대신 제주도산 천연꿀을 가미하여 다른 매실주에서 느낄 수 없는 매실본연의 진한 풍미를 느낄 수 있다.,"생선회, 초밥 생선회는 단백질식품이므로 전분식품보다 술에 취하는 정도를 완화시키고 다음날 숙취를 줄이는 효과가 있다. 매실본연의 향과 진한풍미가 생선의 비린 냄새를 제거해주어 생선회에 잘 어울린다.",더한주류,서울시 은평구 증산로7길 28-13,www.thehan.kr,,더한 원매 프리미엄 20도 750ml,"최저39,600원",무료,https://cr.shopping.naver.com/adcr.nhn?x=G4ur7m2%2FBkdqATMcu9JTfP%2F%2F%2Fw%3D%3Ds9%2BOAmP0tywVftT9vlFfge%2FXBX6%2FUV1LryWqDArgGLjy4ekYhKrmFaBepDlp0qmhxg9NO1NFZz%2B1aCtAhyM%2BIW0mG3N4%2Fzma783%2FenA2WzUFyBpijlBhNyUV%2BiNhGyeQJ%2Bd4gpf18oG3v9oRjtL1xdW3zn5KzDW0lR%2F%2FEaArCfhy54J8UO7LDGXdPU9Do8oyMvSBDuxYQbELuObR6TVn3cnJNykdjQ93jbKlQbkSGLP68ZCuyVU%2B8RrW9632XekjnEheDHuU%2BE8wcBPi%2F3pnU7xSW5MA1ammsRpTo%2FAmBQTUbZ8DWJfEDv%2BmM1eB5hgGhPkpfDed5gnYzf9J6xO7v%2FmvqR2unsG9Pw6XBns%2FftjJmn%2B6FVZ%2Fm0w7K7lHYQAO7RrnD%2F%2F8O5LAbM6qUQBehdlC8IvS%2BNPsEPJ7D6mlNi%2F6qPFKL4E5xhObNln4o5Z4wckQ0Jq9AsCY1v%2FaRp5yd9Etdy%2F0DPgmbquq6SjnyPoN86%2FkROapFaYrVBcumsCUw9VHEqvx3aTm8GuGmb4aT%2FsPXIjUE3MMEv5g5gZPv6H8Xy0JXSRCfoquvD1T8dgrZglIQOG8xPOk8%2F42OZYUCkZ1KU85kE3pXnhNMvq7%2FMWzRGwoZY3TA7SCUMEn5Zo4UG6JJr1ut8TU%2BLmpDxLkXN1aFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=45166633618&catId=50014620
오매락퍽,리큐르/기타주류,국내산 배증류원액,40%  ,500ml,"2012 대한민국우리술품평회 장려상 (리큐르 부문), 2014 대한민국우리술품평회 장려상 (리큐르 부문)",,‘오매락’은 매실을 뜻하는 ‘오매’와 증류주를 의미하는 ‘아락’의 합성어다. 최고의 맛과 품질을 위해 꿀배로 유명한 전라남도 나주배 증류원액과 청매실로 빚어 황토로 구운 토기 안에 담아 만든 프리미엄전통주다. 내장된 나무망치로 토기를 깨뜨려 술을 꺼내는 참신하고 독특한 디자인이 특징이다. 토기를 깨는 것은 새로운 시작과 성장을 축하하는 의미를 담아냈다. 토기를 깨는 순간의 유쾌한 소리와 손맛은 특별한 날에 어울리는 색 다른 즐거움을 선사한다. 오매락퍽은 언더락스로 마시면 더욱 좋다.,"닭고기 오매락퍽속에 함유된 매실은 다양한 유기산을 함유해 닭고기와 같은 고단백, 고열량음식과 먹으면 배탈을 예방하고 소화에도 도움이 된다.",배상면주가,경기도 포천시 화현면 화현리 512,https://www.soolsool.co.kr/,,배상면주가 오매락 퍽 40도 500ml,"최저49,896원",무료,https://cr.shopping.naver.com/adcr.nhn?x=OqpXJEnWjS9Gpg93eIKPLf%2F%2F%2Fw%3D%3Ds9Rbbq0FilAjebARDPVcS17keBliNQK5kzK8J2TRPOIv2FzeV9reKoRplyOdMq9BmfpGZzqxSLR%2BqV%2BiFRqLVNFYFRT67ENSrhNkN7o1eo1QJdQVfo4EC16%2Fpb%2Fp4VC0UxYJnQdIwX7%2BIEwH2hEeZ6GedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor7ULXSrYn2eP5T9rJ0dZtM2FKDAjDu%2FTL9GlQH23s%2FsWbJuA%2FflFieA0CORZOYkM47LV8eUaAIx4GUG6S3OsYk81MAqtSnrzmHSSvXFoe22H7iYq0cte0n%2B35wxJgIL3IP2tfKoQ0NQPyiad34AQ6K9%2FdVvwtcOUlbNrGLU3RUno51pAZMJttEB62QT8Ldxe1FY0AqSJOZMeLCVtoa0X5yoEs2q%2B%2FBeGuGyGwbP1fO%2BmFDUa0JC5tUiu8eGhGTaw8mc2cg3xqNUkKGEb1xg81nUtI8Cdhn8BYgMQZVk6%2B8dAi3wfLMLxdlsHdxO0cJzWio64ifB9DVeZ8ffla9GlFdlA0n%2FyPZK%2FOmuiOyn0oLcy3g5Sf79gXXgU%2BIk6C7rGrEaThcwm2jOjlPe7qD4n464yUlmaTRUOgf7VfjhRwAkPY85qcxIrUeX9dXuRd9N1pzY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=44347828631&catId=50014620
산삼가득 명술,리큐르/기타주류,"국내산 주정, 국내산 산양산삼 5년근",20%  ,375ml,"2012 대한민국우리술품평회 장려상 (리큐르 부문), 2014 대한민국우리술품평회 장려상 (리큐르 부문)",,"경기도 농업기술원과 대농바이오영농조합법인(우리산삼)이 공동 개발한 술로 5년근 국내산산양산삼을 그대로 숙성시켜 잎과 뿌리가 달린 한 채가 통째로 병에 들어 있다. 산양산삼의 그윽한 향과 맛, 마이크로웨이브 특허기술을 적용하여 사포닌함량이 증진된 고급 산양산삼주이다.",생선전 산삼가득주를 마실 때 생선회를 자극성이 강한 야채와 함께 쌈으로 먹는 것이 아니라 고추냉이와 함께 깔끔하게 먹으면 그윽한 산삼의 향과 부드러운 목 넘김을 잘 느낄 수 있다.,대농바이오우리산삼,경기도 광주시 퇴촌면 천진암로 684,http://www.woorisansam.com,,,,,
매실원주 허니,리큐르/기타주류,"국내산 황매 80%, 청매20%",13%   15%   20%  ,300ml,"2012 Monde-selection 금상, 2013 Monde-selection 금상, 2013 대한민국우리술품평회 대상 (리큐르 부문), 2013 SWSC 은상, 2014 SWSC 은상, 2014 IWSC 은상, 2014 Monde-selection 금상",,"한씨 집안에서 선대로부터 내려오는 황매실에 천연꿀을 가미하여 담근 전통매실주로 매실원주는 보다 완숙한 상태에서 7월경 수확되는 황매를 이용한다. 황매는 청매에 비하여 고가인 단점이 있으나 향미가 뛰어나 최상의 원료로 최상의 제품을 만든다는 제품철학으로 황매를 이용하고 있다. (황매80%,청매20%) 매실주는 자체당분만으로 양조가 어려운 과실이기에 인위적으로 당을 첨가하여 양조하여 리큐르로 제조한다. 좋은 술을 만들겠다는 고집으로 1년 이상 숙성한 100% 매실주원액만을 사용하고 설탕대신 제주도산 천연꿀을 가미하여 다른 매실주에서 느낄 수 없는 매실 본연의 진한 풍미를 느낄 수 있다.",수육 매실원주 허니 특유의 매실향이 강하고 깔끔해 수육의 누린내를 제거해주며 매실이 수육의 소화를 돕기 때문에 서로 잘 어울린다.,더한주류,서울시 은평구 증산로7길 28-13,www.thehan.kr,,더한 매실원주 13도 375ml,"최저7,200원","3,000원 포함",https://cr.shopping.naver.com/adcr.nhn?x=FQaf6Ph4P09DKPHhPHXPQv%2F%2F%2Fw%3D%3DspGo9YZu0EUErEJWX0vUrtTHci67PHwtk5FrBOThsQpLsvCWATlI9Rxd4wo64Qy%2BPBnaUeqToG5PRe6kLtAxkkghnSKKrPBrYBJ3Cu15KzgOKujq3C%2BUo0FxBo19yTVM7NTDrmqz%2BOoFR8397aloRkx4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQnvuuF2NZqikFOQizjz9sjVnAPuxIgYc5q6QX5W9sqQ7g6mSvF4ikxiwGhIQCsYY8D8WPjXud6WD%2BdkhwTK8sSyVzUVYk84VgUXX6lxf07ndfmeRvrM%2BgqSsFi6QkFma8INosHAf2QgO4kkbS79JgGIcHPv45Edr5fvvv%2FlTzZa4VVdEjmYZx%2BYX%2BtjSrh1v1C5u9lAUNH8aDWQD4ffqPGqmQim0uSGV45GygZvcFQrpCzHz5PKuTdhWpjvS0xymD3zI23f2%2F8MPrfkloUpxITvEqxorqzO%2BBGjlflcLUedbI1e%2B79Yz6QfwWM%2FR3CYakpBZMdqRUfHQNqlpJgRJOCisrgi56adp44WSQCv7vKnPYHU5PbVpbnRssNAP34pegLlMveu5pUmt5mX6mUy4ug6raT4EFAQaG8SmWs6FWkCIbIcuEVVH1FRB5Ql6MXe3Oa24eD5DuLbA1DilzOJCMIIUHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=28856396588&catId=50014620
담솔,리큐르/기타주류,"백미(함양산) 90%, 솔잎·송순(함양산) 10%",40%  ,"500ml, 750ml","2010 대한민국우리술품평회 최우수상 (리큐르 부문), 2011 대한민국우리술품평회 최우수상 (리큐르 부문), 2012 대한민국우리술품평회 최우수상 (리큐르 부문),2013 대한민국우리술품평회 우수상 (리큐르 부문)",전통식품명인 제27호 박흥선 2015 찾아가는 양조장,조선시대 성리학의 대가이며 동방오현의 하나인 문헌공 일두 정여창선생의 집안에서 530여 년 동안 내려오는 사대부집안의 전통명주로서 그동안 문중의 경조사와 가객접대용으로 사용된 것을 현대적 양조기술로 재탄생 시켰다. 담솔은 저온 숙성시켜 그 부드러움과 감미로움을 이끌어낸 뒤 꿀로 뒷맛을 잡아낸 고급증류주이다. 40도의 고도주임에도 목 넘김이 굉장히 부드러우며 시원하게 마셔야 제대로 된맛을 느낄 수 있다.,"삼겹살 구이, 돼지양념 단호박찜 돼지양념단호박찜은 양념한 돼지고기를 익힌 후 속을 파낸 단호박에 넣고 찜솥에서 찌는 음식인데 삼겹살구이 등 고기 한 점을 먹고 담솔 한잔을 머금으면 솔향기와 담솔의 쌉싸름 한끝 맛에 의해 고기의 텁텁함이 사라진다.",솔송주(명가원),경남 함양군 지곡면 지곡창촌길3,https://shopping.naver.com/fresh/traditionalalcohol/stores/100074038,,담솔 500ml,"27,800원","3,000원",https://cr.shopping.naver.com/adcr.nhn?x=qf31VlHr1FBlFZmdIbG7f%2F%2F%2F%2Fw%3D%3Dsx2%2FOUij%2BKj%2FPnEB6%2B3CKo5JB6NqJ9FV1Nq1cBqalYoyoJAoCjz7OqWleY0BzVzJ2Sex3bV84jsTDYCAYbP1wZ6pDfa4G%2BcqIOPsyUzGd5KKht8IofmpRSjQjdElPOyFj34mjzmT3Ecc7T%2BJ%2FnrF7hLuklvpIoNBIVy13wkImPfRN%2FdBpCEQkM9lDUNsgjefZShmDh3ZKApjGmTwltUUhzy3keVfgsEqYCNdm0LS%2BIoRFVRT2xwSZCYrlnyOzsHWHueCfFDuywxl3T1PQ6PKMjF5qtMG%2FJ0PUtQjclakIAMidWwBKgOo0B42PEYqT2HOIFdzmlXA4C05x3gyRvDZo6uI3nxO3NIPO45tLz6ckmmGv%2Bm%2BeCPGpJvzZMhwLxdmpjB5%2BwQwTWqlzZqCmwHkzL7QFFWDSiz1OmQ0v2ovwXCEEg8n5wFaa9ECDe5IfIS7Mh4HjT%2BDPIIFpbj9DGr0qRXwJeXbnU6mZaLN%2BXPYoRZywXn%2BFYswA3HUhF%2Bgkct2HWMcaTe4oLftN1XwpI75hi82OqH9l6YII5ugOGfB4CYY%3D&nvMid=45175790184&catId=50014600
"진도홍주 아라리35%, 루비콘40%",리큐르/기타주류,"국내산 쌀, 국내산 지초",35%   40%  ,"375ml, 500ml, 700ml","2007 남북정상회담 만찬주 (40%), 2010 대한민국우리술품평회 우수상 (40%, 리큐르 부문), 2011 대한민국우리술품평회 장려상 (35%, 리큐르 부문)",2015 찾아가는 양조장,"홍국으로 제조된 원나라의 홍주가 우리나라에 전해진 이후 고려시대 말부터 국내에서 제조되어 홍노라고 했으며, 홍국대신 지초를 사용한 홍색가향약용주인 지초주(芝草酒)에서 유래하였다. 1200년 전통의 순곡민속주이자 진도군수 인증제품인 진도홍주는 진도의 3보(진돗개, 구기자, 미역), 3락(진도홍주, 민요, 서화)중 하나로 쌀과 산삼에 버금가는 약효를 가진 야생지초와 만나 미(味), 향(香), 색(色)을 고루 갖춘 고품격명주이다. 보리와 쌀, 누룩이 갖는 향과 맛을 최대한 살린 원주에 지초를 적당량 용출하여 아름다운 붉은색과 독특한 향, 색다른 맛을 보여준다.","채소스틱, 돼지고기 샤브샤브 채소는 된장에 땅콩버터와 마요네즈, 올리고당을 넣어 만든 소스에 찍어 먹으면 의외로 잘 어울린다. 돼지고기 샤브샤브는 돼지고기 안심을 얇게 준비해 데친 뒤 찬물에 넣어 식혀서 먹는 음식으로 감칠맛 나는 안주에 진도홍주의 향과 맛을 깔끔하게 느낄 수 있어서 좋다.",대대로영농조합법인,전남 진도군 군내면 둔전리 98,http://www.e-hongju.co.kr,,,,,
송화백일주,리큐르/기타주류,"송화, 솔잎, 산수유, 오미자, 구기자",38%  ,700ml,,"전통식품명인 제1호 조영귀, 시도무형문화재 전라북도 제 6-4호","솔향이 풍부하며 입안에 풍미가 뛰어나고, 여운이 은은하게 오래도록 유지된다. 송화, 솔잎, 산수유, 오미자, 구기자 등의 천연재료를 사용하여 장기 숙성 후 출시한다. 솔향이 안정적으로 잘 잡혀있으며 장미향수가 장미향보다 더 진한 것처럼 송화백일주의 향은 솔향보다 더 짙다.",취나물 취나물은 알칼리성식품으로 나트륨을 배출하는 작용을 하여 몸속에 나트륨을 조절해주는 역할도 한다. 입안에 은은하게 퍼지는 송화백일주 한잔에 나물안주의 소박함이 정겹다.,송화양조원,전북 완주군 구이면 구이로 1096,http://www.songhwa.co.kr/default/,,,,,
한비오가피술골드,리큐르/기타주류,"국내산 쌀, 국내산 오가피",35%  ,500ml,2013 대한민국우리술품평회 장려상 (리큐르 부문),,전통방법으로 국내산 쌀 100%를 발효시켜 감압증류방식으로 증류·탈취·탈색·여과하고 GAP인증을 받은 국내산 오가피를 침출시켜 리큐르주를 만들고 저장 및 발효시켜 생산한다. 순하고 부드러운 우리 고유의 참맛을 즐길 수 있는 술이다.,참치회 새싹채소무침 참치회를 새싹채소와 함께 초고추장에 버무려 새콤달콤하게 만들어 먹으면 오가피술골드의 순하고 부드러운 맛을 한층 돋보이게 해준다.,제천한약(영),충북 제천시 봉양읍 원박리 276,www.jcmedi.com,,[한비]한비 오가피술 375ml,"29,700원",무료,https://cr.shopping.naver.com/adcr.nhn?x=ZeXR3aTBaRm7GIJp0%2FjASP%2F%2F%2Fw%3D%3DsoJa7pTNOEf%2BBb9UWkExQ%2BybhZ4iZZl36ai1x1DDsDKNojxNU1WKpgJmE9fHDGeucqq1ZuChcJAchpBe5OWFL5s7GOWyUJuIfMgMstxZXTEq1kOUi1sxBmg99NieGFmKeDBkNe%2BD48zK8%2FcwUkucEbmHaiZ%2B0unpNol6nUnCb7hjH8n07yoYejX5VqlIIq5%2FGQ10U7SetVErcoGoOQPqfNrmRrBjQiKjXPdJmmEbZtLeO23uT6eM8etWsmWcb%2BgL0mwBL11P2BkBrnDW1MUg4oFv%2FczX8MKGuuumGrhfJ59a59ISTJGrJNKuFI66n1W7bNmheovzuYnGyAEs%2FYcQtS1Vd6Z%2BmZ5fvTALbBBPmfKLmnGLANk9TjQtjOEdf9xG%2FRusRF1BudIWP%2FfW8WpOigNE6En%2BZrkisCcH5ILsbsfQK%2BBLPQ1cHQuYDLSJQahsOonE82F5wMA38U7P%2Bpv0byc3zVaNSnElUms3mYOzPgGkOuVP1LyEAtEMzPT7G0VwJlNmtjCVM0JWTyGTe7ikchPxRS1u8omGGZdE5yevAoCWSilKjU9I%2FTzjol8ngJPTFo64FkP9CQbIx7neKc6OctUggumIki9uQMXAFwxw3bistGHKijvE9dh9NptM7D62OId5DIIFoVJco%2BGGzReKd0B0cjwVm1BUYVknE7IEMpz4%3D&nvMid=35682833967&catId=50014620
불소곡주,리큐르/기타주류,"찹쌀, 국내산 멥쌀",43%  ,700ml,"2013 대한민국우리술품평회 최우수상 (리큐르 부문), 2014 IWSC 동상, 2014 Monde-selection 금상",전통식품명인 제19호 우희열 2014 찾아가는 양조장,"백제의 1500년 전통이 깃든 한산소곡주는 찹쌀과 누룩을 주원료로 들국화, 메주콩, 생강, 홍고추 등의 웰빙원료의 오묘한 조화 속에 100일간 숙성 후 이를 증류하여 고도주로 빚어내 오래두고 마실 수 있게 한술이다.","수육 삶은 돼지고기는 기름기가 빠져 담백하게 먹을 수 있고, 소곡주의 깊은 맛의 여운을 즐기기에 좋다",한산소곡주,충남 서천군 한산면 충절로 1118,http://www.sogokju.co.kr,,한산 불소곡주 43도 700ml,"최저13,700원",무료,https://cr.shopping.naver.com/adcr.nhn?x=wESnElm8GgMbvodmZK124P%2F%2F%2Fw%3D%3DsE98LPswskAH3HeWQuo4hGIVnf0A9yiaUIpTK0wCgJulScyyhyoaBpKfiX1wRihIxprHNHVxm38A3CegbhZMg89dXFuvW65LfkXKdz0A19cvoNbTsdSgIqdYBhzdIvmym0ZrCYizkcu3SzY8K0yXIQEls1M9xucXxkPPt7QTmSRFr6kdrp7BvT8OlwZ7P37YykZHnYlttDF%2FB1DCWAOlzy%2BYunznpclnXeM4UDOy8j5Me%2BUvhSwSsIMJd7ul%2FPo%2BdPXAVzsU8ZEKpax3quor%2B%2B%2Br2w%2Ff7%2BMKHM7HyFxV4ELI%2BSl8N53mCdjN%2F0nrE7u%2F%2Ba%2BpHa6ewb0%2FDpcGez9%2B2Mmaf7oVVn%2BbTDsruUdhAA7u5yee3eHEhqpjpXjO2r0t41EL7PBh6vo%2Bzr1Db8r4ssbUJAUU8GQglqzbG9ykIKNM4Qu0vr%2B9fJqniHL1PUGD8BHS7iYdd4BTrgASNQmm8sFlT%2B3f3mah0391Mup8SQmytYLV6SnMNtJOfSTb%2FnV%2BbvoDclnNkqilOm4pCCNukupz4P33s3qwLsdPL9ANcggT%2FcReSxnQ%2FJ2W1k9QzwtTEDWrhHEcp0p%2F%2FKKziu53PdJyAL9WFrqsX6AEIsBfk48UzkHLpltyludWo9jnVWZ96V3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=11979264416&catId=50014620
라이코펜 토마토와인,리큐르/기타주류,국내산 토마토,12%  ,"350ml, 500ml",2011 대한민국우리술품평회 장려상 (기타주류 부문),,"대구시 달성군은 예로부터 토마토생산지로 유명하며 토마토는 장기보관이 어려워 홍수출하로 가격이 폭락하여 농민들이 큰 피해를 보는 경우가 많은데, 이에 농촌진흥청과 대구시, 달성군농업기술센터와 계명대식품공학과가 협력하여 세계최초로 토마토와인을 생산하여 특허출원하였다. 신의 선물이라 불리는 토마토와 신의 물방울인 와인의 만남으로 더욱 특별하며 대구달성군에서 생산된 100% 토마토과육을 분쇄· 발효· 숙성시켜 토마토고유의 맛과 풍미가 살아 있다. 달콤하고 부드러운 스위트타입과 쌉쌀한 맛의 드라이타입이 있다.","골뱅이의 쫄깃한 식감과 매콤새콤한 맛이 토마토와인의풍미를올려주며,토마토고유의진한향이길게여운을남겨입안을깔끔하게해준다.",토마토와인주식회사,,,,,,,
나 와인,리큐르/기타주류,국내산 찹쌀 100%,10%  ,500ml,2010 대한민국우리술품평회 우수상 (기타주류 부문),,"나와인은 비타민E가 풍부해서 항산화작용이 있으며 국내산찹쌀 100%와 지하암반수를 사용하여 무살균, 무첨가, 무방부로 제조한다. 찹쌀의 영양소가 그대로 살아 숨 쉬는 발효주로 최초 발명특허 등록된 효소를 제조공정에 응용함으로써 자연탄산이 생성되어 목 넘김이 부드럽고 맛이 상쾌하다.","주꾸미 참나물무침 끓는 물에 데친 주꾸미와 참나물을 새콤달콤하게 무치면 향긋하고 쌉싸름한 주꾸미참나물무침이 된다. 나물의 고유한 맛도 살리고, 주꾸미로 단백질도 보충할 수 있으며 나와인의 청량감으로 맛도 살릴 수 있다.",영농법인에스비케이조합,경북 문경시 영순면 영순로 645,,,,,,
